nr_registro,id_empresa,marca_comercial,formulacao,classe,classe_toxicologica,classe_ambiental,situacao
01302,54,Bio Neo,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
12422,37,Bio Phygga,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
33724,126,Bio Poch,WP - Pó Molhável,Nematicida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
6311,54,Bio Pseudoplusia,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
25824,11,Bio Raiz Nortox,SL - Concentrado Solúvel,Regulador de Crescimento,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
34123,126,Bio Release; Now React,SC - Suspensão Concentrada,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
6799,54,Bio Serrico,FF - Fumigante em Pastilhas,Feromônio,Não Classificado - Produto Não Classificado,Produto de Baixo Risco ao Meio Ambiente,True
24423,126,Bio Solubilize; Phós Bio; Now Active; Agripon Phosbacter Nema;,SC - Suspensão Concentrada,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
2403,54,Bio Spodoptera,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
25623,54,Bio Stenoma,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
3901,54,Bio Trimedlure,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
6805,54,Bio Tuta,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
43418,57,Bio-imune; Multi-Attack; Multi-Guard; FungiOuro; Biologic Aerum; Brandt Clearfol; Power BAC Inductor;SKDefense; Solution Pro Evolution; BioAgRoss Andorinha;,SC - Suspensão Concentrada,Bactericida Microbiológico/Fungicida microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
39917,128,BioBVB,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
09121,128,BioBac T,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
12020,129,BioBassi,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
15125,130,BioCAZ MA01,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
23625,131,BioMB,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
14422,128,BioMTZ,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
25923,105,Bioasis Power,SC - Suspensão Concentrada,Ativador de planta,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
29625,118,Bioasper,OD - Dispersão de Óleo,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
25121,105,Bioatena,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
25522,37,Bioatria,WP - Pó Molhável,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
36118,57,Biobaci; Baci-Attack; Baci-Guard; Vitalforce Bio Phako; Cropwinner Eco Vastax;,SC - Suspensão Concentrada,Fungicida microbiológico/Nematicida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
22519,132,Biobev; Cropbio BioVeria; Sumério MTP,EC - Concentrado Emulsionável,Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
32423,105,Biobrev Full,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
15225,130,Biocaz Control,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
29125,118,Biocorym; Vivus Control; CordyWin;,OD - Dispersão de Óleo,Inseticida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
47525,10,Biocosmo 480 SL,SL - Concentrado Solúvel,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
7998,54,Biocydia,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
31725,133,Biodata 200 SL,SL - Concentrado Solúvel,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
17420,79,Biodeixis,SC - Suspensão Concentrada,Inseticida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
07522,134,Biodiatraea,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
51025,10,Biodyn 806 SL,SL - Concentrado Solúvel,Herbicida,Categoria 4  Produto Pouco Tóxico,Produto Perigoso ao Meio Ambiente,True
11014,135,Bioeco Cotésia,XX - Outras,Agente Biológico de Controle,NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO,Produto Pouco Perigoso ao Meio Ambiente,True
09421,105,Bioessence Drive,SC - Suspensão Concentrada,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
13820,105,Bioexos,EC - Concentrado Emulsionável,Fungicida/Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
17123,105,"Bioexos Plus (0,3% Neem Oil)",EC - Concentrado Emulsionável,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
44024,132,Biofoll Duo; Cropbio Biokiller; BIOTOP DUO; INSECTA BM; Bowe;,EC - Concentrado Emulsionável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
35425,132,Biofoll; Biotop; Insectatrio; Tropabio;,EC - Concentrado Emulsionável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
06621,134,Biogalloi,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
37625,136,"Biogeniun Tricho, Tricho +; Cia Tricho+; Marechal;",SC - Suspensão Concentrada,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
08001,54,Biographolita,GE - Gerador de gás,Feromônio,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
03826,105,Biohakka,EW - Emulsão Óleo em Água,Nematicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
20722,134,Biohowardi; Tetrabase;,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
14123,137,Bioin-Longicau-D,Insetos Vivos,Inseticida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
31023,137,Bioin-Podisi-T,Insetos Vivos,Inseticida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
32621,137,Bioin-Tricho-P,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
26720,128,Bioisa; Bioagross Arara;,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
4712,138,Bioisca,GB - Isca Granulada,Formicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
13022,105,Biokato; Bioddam;,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
36424,16,Bioking,SC - Suspensão Concentrada,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
36524,16,Bioking 240 SC,SC - Suspensão Concentrada,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
32623,105,Biolord,SC - Suspensão Concentrada,Ativador de planta,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
23123,105,Biolucro,SC - Suspensão Concentrada,Fungicida microbiológico/Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
22523,103,Bioma - B.Bv 10,SC - Suspensão Concentrada,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
11422,105,Biomagno; Bioharmer;,SC - Suspensão Concentrada,Fungicida microbiológico/Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
20120,120,Biomatch JCO,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
05620,129,Biometa,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
20824,139,Biometatril,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
6810,140,Biometha GR Plus,GR - Granulado,Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
05801,45,Bion 500 WG,WG - Grânulos Dispersíveis em Água,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
16623,141,Bionature BM,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
10923,141,Bionature Tricho,SC - Suspensão Concentrada,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
18725,89,Bionix,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
31923,128,Bionmt; Econema;,SC - Suspensão Concentrada,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
31721,105,Bioolimpo; BiologiC Bravia;,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
20424,10,Biopak 720 WG,WG - Grânulos Dispersíveis em Água,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
06422,134,Biopalmis,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
00822,134,Biopodisi,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
20522,134,Bioprecioso,Insetos Vivos,Agente Biológico de Controle,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
18425,132,Bioproctegeh;,EC - Concentrado Emulsionável,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
1278791,30,Bioprogress,WP - Pó Molhável,Bactericida/Fungicida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
1416,142,Biorhizium GR,GR - Granulado,Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
1316,142,Biorhizium WP,WP - Pó Molhável,Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
32022,143,Biosave,EC - Concentrado Emulsionável,Fungicida/Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
29720,128,Bioscap,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
19021,128,Bioscap Liq; Bioagross Curió;,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
19822,105,Bioshield,SC - Suspensão Concentrada,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
18525,132,Biosollus; Cropbio Biohellmax; Bio-Four;,EC - Concentrado Emulsionável,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
33421,105,Biosparta,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
07721,144,Biossela,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
26921,30,Biostat WP; Gratto Nema;,WP - Pó Molhável,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
11522,129,Biotricho,WP - Pó Molhável,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
02224,145,Biotrinsic D451 FP; Biotrinsic Hamatum; Biotrinsic Fitocontrol; Indigo 451; Indigo Hamatum,DS - Pó para Tratamento a Seco de Sementes,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
03423,145,Biotrinsic N11 FP; Biotrinsic Habitans; Biotrinsic Nematrix; Indigo 407; Biotrinsic Bionematicida;,DS - Pó para Tratamento a Seco de Sementes,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
14025,145,"Biotrinsic N465 WP, Indigo 465, Biotrinsic Defender, Nemablocker",,Fungicida microbiológico/Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
22223,146,Biotrix; Agtrimmon; Neotri Power;,WP - Pó Molhável,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
10224,105,Bioturim,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
9211,140,Biotésia,XX - Outras,Agente Biológico de Controle,NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO,Produto Pouco Perigoso ao Meio Ambiente,True
7816,142,Bioveria WP,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
10914,142,Biovespa,XX - Outras,Agente Biológico de Controle,NÃO DETERMINADO DEVIDO À NATUREZA DO PRODUTO,Produto Pouco Perigoso ao Meio Ambiente,True
34322,139,Biovéro; Beauveria MCP; Bravo BB; Bossbassi; BV Bassi; Beauveria Erânia;,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
25421,11,Bispiribac Nortox,SC - Suspensão Concentrada,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
5207,49,Bistar 100 EC; Brigade;,EC - Concentrado Emulsionável,Acaricida/Inseticida,Categoria 4  Produto Pouco Tóxico,Produto Perigoso ao Meio Ambiente,True
13023,31,Bitmex 250 SL,SL - Concentrado Solúvel,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
19120,28,Bitrin 100 EC,EC - Concentrado Emulsionável,Acaricida/Inseticida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
15222,80,Bivack,EC - Concentrado Emulsionável,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
38117,80,Blade,EC - Concentrado Emulsionável,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
01023,28,Blanes 240 SC,SC - Suspensão Concentrada,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
10820,46,Blavity,SC - Suspensão Concentrada,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
38818,45,Bleran,SL - Concentrado Solúvel,Herbicida,Categoria 3  Produto Moderadamente Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
15321,21,Blindado Tov; Wetter; Dart PRO; Blindado Ultra;,OD - Dispersão de Óleo,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
06796,46,Blitz,GB - Isca Granulada,Formicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
07904,21,Block,EC - Concentrado Emulsionável,Herbicida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
9607,60,Bloqueo Mix WG,WG - Grânulos Dispersíveis em Água,Herbicida,Categoria 4  Produto Pouco Tóxico,Produto Perigoso ao Meio Ambiente,True
9207,60,Bloqueo WG;  Atrast 900 WG;,WG - Grânulos Dispersíveis em Água,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
19217,6,Blowout; Cleanover; Rapido; Limpio; Dicepto; Sluga; Heaton;,SL - Concentrado Solúvel,Herbicida,Categoria 3  Produto Moderadamente Tóxico,Produto Perigoso ao Meio Ambiente,True
10423,10,Boiadeiro 250 FS,FS - Suspensão Concentrada p/ Trat. Sementes,Cupinicida/Formicida/Inseticida,Categoria 3  Produto Moderadamente Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
30422,28,Boksia 300 WG,WG - Grânulos Dispersíveis em Água,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
8017,32,Bold; Decision;,EW - Emulsão Óleo em Água,Inseticida,Categoria 3  Produto Moderadamente Tóxico,Produto Altamente Perigoso ao Meio Ambiente,True
27321,105,Bombardeiro; Lastro;,SC - Suspensão Concentrada,Fungicida microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
53325,16,Bombeiro Max,SC - Suspensão Concentrada,Acaricida/Inseticida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
12023,21,Bomber,SL - Concentrado Solúvel,Herbicida,Categoria 3  Produto Moderadamente Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
40119,43,Bometil; Biotrinsic Metbov;,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
07925,13,Bonafide 500 WG,WG - Grânulos Dispersíveis em Água,Fungicida,Não Classificado - Produto Não Classificado,Produto Perigoso ao Meio Ambiente,True
20521,49,Bonanza,CS - Suspensão de Encapsulado,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
11720,1,Boneville,WP - Pó Molhável,Nematicida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
33822,147,Bonvero,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
7495,49,Boral 500 SC; Capaz;,SC - Suspensão Concentrada,Herbicida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
12916,49,Boral Full,SC - Suspensão Concentrada,Herbicida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
27424,80,Bordalo,EC - Concentrado Emulsionável,Inseticida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
10722,80,Bordalo PRO,EC - Concentrado Emulsionável,Acaricida/Inseticida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
2107,27,Borneo,SC - Suspensão Concentrada,Acaricida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
04124,11,Boscalid Nortox,WG - Grânulos Dispersíveis em Água,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
35922,11,Boscalid Nortox 500 WG,WG - Grânulos Dispersíveis em Água,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
51925,10,Boscavi 500 WG,WG - Grânulos Dispersíveis em Água,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,True
12121,30,Botanigard WP,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
3799,62,Botran 750,WP - Pó Molhável,Fungicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
51825,19,Botten,EC - Concentrado Emulsionável,Fungicida,Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,True
05026,45,Boundary,EC - Concentrado Emulsionável,Herbicida,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,True
13824,148,Bountify; Rhinovate;,SC - Suspensão Concentrada,Nematicida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
07615,149,Bouveriz WP Biocontrol; Bovemill;,WP - Pó Molhável,Inseticida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
28122,150,BovCombat,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
08624,150,BovCombat Max,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
08022,151,Bovax,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
29322,108,Bove-Meta Bom Futuro,SC - Suspensão Concentrada,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
10814,152,Bovebio,WP - Pó Molhável,Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
07026,36,Bovebiol,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
01025,153,"Bovec, Bonamax, Bovenox, Bonelax, Bovesan, Bonacel, Bonagol",SC - Suspensão Concentrada,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
46224,154,Bovecoop,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
03425,154,Bovecoop SC,SC - Suspensão Concentrada,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
43025,155,"Bovefort, Mulcróp, Ativis, Atria, Beaufarm, Beau-gri",WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
13311,156,Bovemax EC,EC - Concentrado Emulsionável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
24020,68,Bovemip,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
08621,113,Boven; Questbeauve; BS Guard; Bouver; Beauguard; Bioskoupa; Banton;,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
43419,37,Bovenat,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
12516,57,Boveria-Turbo; BoveVale; Beauvebio; Brandt FlyShield; Accionfungi Boveria; SKHunter;,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Não Classificado - Produto Não Classificado,Produto Pouco Perigoso ao Meio Ambiente,True
17520,1,Boveril Evo,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
04902,1,Boveril WP PL63,WP - Pó Molhável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
22416,157,Boveryd,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Pouco Tóxico,Produto Pouco Perigoso ao Meio Ambiente,True
27818,157,Boveryd FR 25,GL - Gel Emulsionável,Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
42724,113,Boveta,WP - Pó Molhável,Acaricida Microbiológico/Inseticida Microbiológico,Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Pouco Perigoso ao Meio Ambiente,True
